0.000000            40.000000           
0.001026            0.000000            
0.002051            0.000000            
0.003077            0.000000            
0.004103            0.000000            
0.005128            0.000000            
0.006154            0.000000            
0.007179            0.000000            
0.008205            0.000000            
0.009231            0.000000            
0.010256            0.000000            
0.011282            0.000000            
0.012308            0.000000            
0.013333            0.000000            
0.014359            0.000000            
0.015385            0.000000            
0.016410            0.000000            
0.017436            0.000000            
0.018462            0.000000            
0.019487            0.000000            
0.020513            0.000000            
0.021538            0.000000            
0.022564            0.000000            
0.023590            0.000000            
0.024615            0.000000            
0.025641            0.000000            
0.026667            0.000000            
0.027692            0.000000            
0.028718            0.000000            
0.029744            0.000000            
0.030769            0.000000            
0.031795            0.000000            
0.032821            0.000000            
0.033846            0.000000            
0.034872            0.000000            
0.035897            0.000000            
0.036923            0.000000            
0.037949            0.000000            
0.038974            0.000000            
0.040000            0.000000            
